[2019/10/15 - 19:37:32] Yousha (ID: 0 | SQL ID: 2156 | Level: 10 | IP: 182.182.194.207) has logged in.
[2019/11/3 - 8:19:14] Mizuki_Vikouri (ID: 18 | SQL ID: 2117 | Level: 44 | IP: 111.125.110.121) has disconnected.
[2019/11/3 - 8:19:24] Mike_Tyga (ID: 15 | SQL ID: 1420 | Level: 49 | IP: 119.94.183.195) has disconnected.
[2019/11/3 - 8:19:24] Marcin_Gucci_Benson (ID: 1 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:19:45] Cris_P_Pata (ID: 8 | SQL ID: 3908 | Level: 23 | IP: 49.144.201.78) has logged in.
[2019/11/3 - 8:20:02] Cluade_Baladon (ID: 27 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:20:13] Jordan_Smith (ID: 13 | SQL ID: 3907 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:20:16] Megumi_Matsukaze (ID: 6 | SQL ID: 2257 | Level: 6 | IP: 111.125.110.121) has disconnected.
[2019/11/3 - 8:20:20] Scorpion (ID: 15 | SQL ID: 85 | Level: 2 | IP: 45.118.60.38) has logged in.
[2019/11/3 - 8:20:48] Huzaifa_X_Knights (ID: 0 | SQL ID: 2632 | Level: 34 | IP: 119.160.71.234) has logged in.
[2019/11/3 - 8:20:55] Erika_Akane (ID: 17 | SQL ID: 2439 | Level: 21 | IP: 111.125.110.121) has timed out.
[2019/11/3 - 8:20:57] Oten_Smith (ID: 6 | SQL ID: 3924 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:21:22] Erika_Akane (ID: 17 | SQL ID: 2439 | Level: 21 | IP: 111.125.110.121) has logged in.
[2019/11/3 - 8:21:28] Mike_Tyga (ID: 18 | SQL ID: 1420 | Level: 49 | IP: 119.94.183.195) has logged in.
[2019/11/3 - 8:21:33] Cluade_Baladon (ID: 13 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:22:03] Marcin_Gucci_Benson (ID: 1 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 8:22:16] Jordan_Smith (ID: 1 | SQL ID: 3907 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:22:42] Joseph_Ling (ID: 26 | SQL ID: 3925 | Level: 1 | IP: 90.191.1.223) has logged in.
[2019/11/3 - 8:22:49] Marcin_Gucci_Benson (ID: 25 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:23:08] Marcin_Gucci_Benson (ID: 25 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has timed out.
[2019/11/3 - 8:23:19] Larry_Falcon (ID: 16 | SQL ID: 1238 | Level: 5 | IP: 119.95.181.72) has disconnected.
[2019/11/3 - 8:23:56] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:24:21] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 8:25:04] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:25:08] Oten_Smith (ID: 6 | SQL ID: 3924 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 8:25:30] Mike_Tyga (ID: 18 | SQL ID: 1420 | Level: 49 | IP: 119.94.183.195) has disconnected.
[2019/11/3 - 8:25:42] Jim_Will (ID: 18 | SQL ID: 1309 | Level: 25 | IP: 39.33.144.120) has logged in.
[2019/11/3 - 8:25:44] Glizzy_Boston (ID: 25 | SQL ID: 2445 | Level: 23 | IP: 79.181.33.204) has logged in.
[2019/11/3 - 8:26:13] Mike_Tyga (ID: 6 | SQL ID: 1420 | Level: 49 | IP: 119.94.183.195) has logged in.
[2019/11/3 - 8:26:29] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 8:26:32] Toni_Falcon (ID: 21 | SQL ID: 3891 | Level: 1 | IP: 119.95.181.72) has disconnected.
[2019/11/3 - 8:27:28] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:28:07] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 8:28:40] Gab_Deleon (ID: 12 | SQL ID: 2562 | Level: 28 | IP: 111.125.110.121) has disconnected.
[2019/11/3 - 8:29:10] Sean_Mello (ID: 12 | SQL ID: 3470 | Level: 1 | IP: 49.149.26.70) has logged in.
[2019/11/3 - 8:30:23] Kirk_Smith (ID: 20 | SQL ID: 3835 | Level: 4 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:30:58] Nick_Smith (ID: 14 | SQL ID: 3904 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:31:24] Marcin_Gucci_Benson (ID: 14 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:31:41] Marcin_Gucci_Benson (ID: 14 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has timed out.
[2019/11/3 - 8:32:02] Paul_Hueman (ID: 4 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:32:15] Juls_Smith (ID: 14 | SQL ID: 3920 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:32:16] Hood_Charles (ID: 4 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:32:41] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:32:44] Paul_Hueman (ID: 20 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:32:57] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has timed out.
[2019/11/3 - 8:33:04] Jordan_Smith (ID: 1 | SQL ID: 3907 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:33:16] Glizzy_Boston (ID: 25 | SQL ID: 2445 | Level: 23 | IP: 79.181.33.204) has disconnected.
[2019/11/3 - 8:33:43] Jack_Hopkins (ID: 24 | SQL ID: 3916 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:34:18] Hood_Charles (ID: 4 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:34:29] Marcin_Gucci_Benson (ID: 1 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:34:50] Tetsuya_Kuroko (ID: 5 | SQL ID: 3799 | Level: 1 | IP: 120.29.100.19) has disconnected.
[2019/11/3 - 8:34:59] Juls_Smith (ID: 14 | SQL ID: 3920 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:35:12] Charles_Hood (ID: 4 | SQL ID: 3927 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:36:29] Mark_Scotter (ID: 5 | SQL ID: 3694 | Level: 28 | IP: 49.144.201.78) has logged in.
[2019/11/3 - 8:36:41] Sean_Mello (ID: 12 | SQL ID: 3470 | Level: 45 | IP: 49.149.26.70) has disconnected.
[2019/11/3 - 8:36:48] Jack_Deen (ID: 29 | SQL ID: 3914 | Level: 34 | IP: 49.151.58.28) has disconnected.
[2019/11/3 - 8:37:00] Juls_Velasco (ID: 12 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:37:20] Charles_Hood (ID: 4 | SQL ID: 3927 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:37:20] Joseph_Ling (ID: 26 | SQL ID: 3925 | Level: 1 | IP: 90.191.1.223) has disconnected.
[2019/11/3 - 8:40:04] Hood_Charles (ID: 4 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:40:18] Chumpie_Sakura (ID: 14 | SQL ID: 3383 | Level: 10 | IP: 111.125.110.121) has logged in.
[2019/11/3 - 8:40:33] Bryan_White (ID: 23 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has timed out.
[2019/11/3 - 8:41:03] Kingsley (ID: 16 | SQL ID: 3910 | Level: 1 | IP: 110.54.240.40) has logged in.
[2019/11/3 - 8:41:14] Jayme_Hood (ID: 21 | SQL ID: 3563 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:41:28] Bryan_White (ID: 23 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has logged in.
[2019/11/3 - 8:41:35] Guzman_Salazar (ID: 22 | SQL ID: 3921 | Level: 1 | IP: 49.149.231.171) has disconnected.
[2019/11/3 - 8:41:56] Mike_Tyga (ID: 6 | SQL ID: 1420 | Level: 49 | IP: 119.94.183.195) has disconnected.
[2019/11/3 - 8:42:32] Mike_Tyga (ID: 6 | SQL ID: 1420 | Level: 49 | IP: 119.94.183.195) has logged in.
[2019/11/3 - 8:43:32] Semi_Totorin (ID: 28 | SQL ID: 3876 | Level: 5 | IP: 2.43.37.236) has disconnected.
[2019/11/3 - 8:43:53] Marcin_Gucci_Benson (ID: 1 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 8:44:10] Semi_Totorin (ID: 1 | SQL ID: 3876 | Level: 5 | IP: 2.43.37.236) has logged in.
[2019/11/3 - 8:44:59] Marcin_Gucci_Benson (ID: 22 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:45:50] Marcin_Gucci_Benson (ID: 22 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 8:46:37] Marcin_Gucci_Benson (ID: 22 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 8:48:05] Jim_Will (ID: 18 | SQL ID: 1309 | Level: 25 | IP: 39.33.144.120) has disconnected.
[2019/11/3 - 8:49:35] Juls_Velasco (ID: 12 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:51:32] Juls_Velasco (ID: 12 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:52:03] Raiven_S_Kush (ID: 18 | SQL ID: 3928 | Level: 1 | IP: 112.201.49.115) has logged in.
[2019/11/3 - 8:54:07] Mark_Scotter (ID: 5 | SQL ID: 3694 | Level: 28 | IP: 49.144.201.78) has disconnected.
[2019/11/3 - 8:54:21] Chumpie_Sakura (ID: 14 | SQL ID: 3383 | Level: 10 | IP: 111.125.110.121) has disconnected.
[2019/11/3 - 8:55:01] Chumpie_Sakura (ID: 5 | SQL ID: 3383 | Level: 10 | IP: 111.125.110.121) has logged in.
[2019/11/3 - 8:55:06] Juls_Velasco (ID: 12 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 8:55:23] Sovyatopolk_Advard (ID: 12 | SQL ID: 3929 | Level: 1 | IP: 103.255.4.251) has logged in.
[2019/11/3 - 8:55:47] Tony_Painter (ID: 10 | SQL ID: 3918 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 8:56:17] Tony_Painter (ID: 10 | SQL ID: 3918 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:56:43] Sovyatopolk_Advard (ID: 12 | SQL ID: 3929 | Level: 1 | IP: 103.255.4.251) has timed out.
[2019/11/3 - 8:56:43] Huzaifa_X_Knights (ID: 0 | SQL ID: 2632 | Level: 34 | IP: 119.160.71.234) has timed out.
[2019/11/3 - 8:56:43] Fredy (ID: 2 | SQL ID: 3642 | Level: 69 | IP: 119.160.71.234) has timed out.
[2019/11/3 - 8:56:43] Majnu (ID: 3 | SQL ID: 1516 | Level: 47 | IP: 119.158.107.13) has timed out.
[2019/11/3 - 8:56:43] Abdullah_X_Knights (ID: 19 | SQL ID: 2625 | Level: 14 | IP: 39.35.16.53) has timed out.
[2019/11/3 - 8:56:46] Chumpie_Sakura (ID: 5 | SQL ID: 3383 | Level: 10 | IP: 111.125.110.121) has timed out.
[2019/11/3 - 8:56:49] Erika_Akane (ID: 17 | SQL ID: 2439 | Level: 21 | IP: 111.125.110.121) has timed out.
[2019/11/3 - 8:56:51] Juls_Velasco (ID: 12 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:56:52] Jacob_Underwood (ID: 7 | SQL ID: 1049 | Level: 32 | IP: 119.158.107.13) has timed out.
[2019/11/3 - 8:59:18] Paul_Hueman (ID: 20 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 8:59:41] Paul_Hueman (ID: 2 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 8:59:45] Raiven_S_Kush (ID: 18 | SQL ID: 3928 | Level: 1 | IP: 112.201.49.115) has disconnected.
[2019/11/3 - 8:59:52] Semi_Totorin (ID: 1 | SQL ID: 3876 | Level: 5 | IP: 2.43.37.236) has timed out.
[2019/11/3 - 9:00:10] Marcin_Gucci_Benson (ID: 22 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 9:00:13] Sergio_Ramirez (ID: 11 | SQL ID: 3447 | Level: 6 | IP: 49.149.215.173) has timed out.
[2019/11/3 - 9:00:13] Cris_P_Pata (ID: 8 | SQL ID: 3908 | Level: 23 | IP: 49.144.201.78) has timed out.
[2019/11/3 - 9:00:15] Mike_Tyga (ID: 6 | SQL ID: 1420 | Level: 49 | IP: 119.94.183.195) has timed out.
[2019/11/3 - 9:00:16] Juls_Velasco (ID: 12 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:00:16] Hood_Charles (ID: 4 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:00:16] Tony_Painter (ID: 10 | SQL ID: 3918 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:00:16] Paul_Hueman (ID: 2 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:00:16] Jayme_Hood (ID: 21 | SQL ID: 3563 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:00:16] Cluade_Baladon (ID: 13 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:01:00] Cluade_Baladon (ID: 2 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:01:01] Cris_P_Pata (ID: 3 | SQL ID: 3908 | Level: 23 | IP: 49.144.201.78) has logged in.
[2019/11/3 - 9:01:05] Tony_Painter (ID: 5 | SQL ID: 3918 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:01:24] Juls_Velasco (ID: 6 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:01:37] Marcin_Gucci_Benson (ID: 7 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 9:01:58] Marcin_Gucci_Benson (ID: 7 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has timed out.
[2019/11/3 - 9:02:00] Hood_Charles (ID: 4 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:02:17] Paul_Hueman (ID: 7 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:02:22] Bryan_White (ID: 23 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has timed out.
[2019/11/3 - 9:02:32] Marcin_Gucci_Benson (ID: 8 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 9:02:49] Marcin_Gucci_Benson (ID: 8 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has timed out.
[2019/11/3 - 9:02:53] Jayme_Hood (ID: 1 | SQL ID: 3563 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:03:23] Semi_Totorin (ID: 10 | SQL ID: 3876 | Level: 5 | IP: 2.43.37.236) has logged in.
[2019/11/3 - 9:03:26] Marcin_Gucci_Benson (ID: 8 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 9:03:26] Kingsley (ID: 16 | SQL ID: 3910 | Level: 55 | IP: 110.54.240.40) has disconnected.
[2019/11/3 - 9:03:39] Bryan_White (ID: 11 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has logged in.
[2019/11/3 - 9:03:42] Marcin_Gucci_Benson (ID: 8 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has timed out.
[2019/11/3 - 9:05:18] Cris_P_Pata (ID: 3 | SQL ID: 3908 | Level: 23 | IP: 49.144.201.78) has disconnected.
[2019/11/3 - 9:05:50] Cris_P_Pata (ID: 3 | SQL ID: 3908 | Level: 23 | IP: 49.144.201.78) has logged in.
[2019/11/3 - 9:08:46] Michael_Jackson (ID: 8 | SQL ID: 3930 | Level: 1 | IP: 185.200.215.186) has logged in.
[2019/11/3 - 9:09:38] Paul_Hueman (ID: 7 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:09:57] Paul_Hueman (ID: 7 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:10:33] Basit_Khan (ID: 12 | SQL ID: 2598 | Level: 2 | IP: 39.45.16.38) has logged in.
[2019/11/3 - 9:10:55] Marcin_Gucci_Benson (ID: 13 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 9:10:57] Bryan_White (ID: 11 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has timed out.
[2019/11/3 - 9:11:33] Michael_Jackson (ID: 8 | SQL ID: 3930 | Level: 1 | IP: 185.200.215.186) has disconnected.
[2019/11/3 - 9:12:00] Bryan_White (ID: 8 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has logged in.
[2019/11/3 - 9:15:37] Basit_Khan (ID: 12 | SQL ID: 2598 | Level: 2 | IP: 39.45.16.38) has disconnected.
[2019/11/3 - 9:16:59] Ryan_Bang (ID: 11 | SQL ID: 3531 | Level: 30 | IP: 112.203.54.159) has logged in.
[2019/11/3 - 9:19:18] Ryan_Bang (ID: 11 | SQL ID: 3531 | Level: 30 | IP: 112.203.54.159) has disconnected.
[2019/11/3 - 9:19:40] Marcin_Gucci_Benson (ID: 13 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 9:20:21] Fiona_Mccarthy (ID: 11 | SQL ID: 3319 | Level: 45 | IP: 120.29.76.21) has logged in.
[2019/11/3 - 9:20:39] Marcin_Gucci_Benson (ID: 12 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 9:22:01] Cluade_Baladon (ID: 2 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:23:27] Cluade_Baladon (ID: 2 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:23:43] Hood_Charles (ID: 4 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:24:02] Cluade_Baladon (ID: 2 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:24:03] Bryan_White (ID: 8 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has timed out.
[2019/11/3 - 9:24:23] Jax_Winterfield (ID: 2 | SQL ID: 3050 | Level: 34 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:24:31] Cluade_Baladon (ID: 4 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:24:55] Bryan_White (ID: 8 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has logged in.
[2019/11/3 - 9:25:04] Jax_Winterfield (ID: 2 | SQL ID: 3050 | Level: 34 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:25:43] Jax_Winterfield (ID: 2 | SQL ID: 3050 | Level: 34 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:25:58] Cluade_Baladon (ID: 4 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:26:07] Jax_Winterfield (ID: 2 | SQL ID: 3050 | Level: 34 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:26:35] Cluade_Baladon (ID: 2 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:26:59] Hood_Charles (ID: 0 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:27:17] Adit_Demario (ID: 13 | SQL ID: 3857 | Level: 17 | IP: 120.188.35.108) has logged in.
[2019/11/3 - 9:27:52] Paul_Hueman (ID: 7 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:28:10] Cluade_Baladon (ID: 2 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:28:30] Paul_Hueman (ID: 2 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:29:00] Juls_Velasco (ID: 6 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:29:34] Jax_Winterfield (ID: 6 | SQL ID: 3050 | Level: 34 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:30:22] Cluade_Baladon (ID: 7 | SQL ID: 3905 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:30:31] Jax_Winterfield (ID: 6 | SQL ID: 3050 | Level: 34 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:31:00] Marcin_Gucci_Benson (ID: 12 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has disconnected.
[2019/11/3 - 9:31:08] Juls_Velasco (ID: 6 | SQL ID: 3068 | Level: 2 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:33:59] Bryan_White (ID: 8 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has timed out.
[2019/11/3 - 9:34:39] Bryan_White (ID: 8 | SQL ID: 3657 | Level: 20 | IP: 122.52.234.118) has logged in.
[2019/11/3 - 9:35:16] James_Charles (ID: 9 | SQL ID: 2196 | Level: 10 | IP: 184.64.103.165) has timed out.
[2019/11/3 - 9:38:43] Shakala_Baby (ID: 9 | SQL ID: 3932 | Level: 1 | IP: 175.193.16.166) has logged in.
[2019/11/3 - 9:38:44] Paul_Hueman (ID: 2 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:39:18] Kray_Maddox (ID: 2 | SQL ID: 1484 | Level: 69 | IP: 124.83.119.219) has logged in.
[2019/11/3 - 9:39:36] Paul_Hueman (ID: 12 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:40:05] Kray_Maddox (ID: 2 | SQL ID: 1484 | Level: 69 | IP: 124.83.119.219) has disconnected.
[2019/11/3 - 9:40:41] Kray (ID: 4 | SQL ID: 1045 | Level: 666 | IP: 124.83.119.219) has logged in.
[2019/11/3 - 9:40:45] Kray (ID: 4 | SQL ID: 1045 | Level: 666 | IP: 124.83.119.219) has been kicked/banned.
[2019/11/3 - 9:40:57] Zeref_Robinson (ID: 4 | SQL ID: 3663 | Level: 5 | IP: 197.55.182.73) has logged in.
[2019/11/3 - 9:41:48] Zeref_Robinson (ID: 4 | SQL ID: 3663 | Level: 5 | IP: 197.55.182.73) has disconnected.
[2019/11/3 - 9:43:14] Kray_Maddox (ID: 4 | SQL ID: 1484 | Level: 69 | IP: 124.83.119.219) has logged in.
[2019/11/3 - 9:44:48] Fredy (ID: 14 | SQL ID: 3642 | Level: 69 | IP: 119.160.71.234) has logged in.
[2019/11/3 - 9:45:11] Hood_Charles (ID: 0 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:45:37] Shakala_Baby (ID: 9 | SQL ID: 3932 | Level: 1 | IP: 175.193.16.166) has been kicked/banned.
[2019/11/3 - 9:46:24] Adit_Demario (ID: 13 | SQL ID: 3857 | Level: 17 | IP: 120.188.35.108) has timed out.
[2019/11/3 - 9:46:50] Adit_Demario (ID: 0 | SQL ID: 3857 | Level: 17 | IP: 120.188.35.108) has logged in.
[2019/11/3 - 9:47:09] Ron_Henley (ID: 9 | SQL ID: 2118 | Level: 8 | IP: 119.94.183.195) has logged in.
[2019/11/3 - 9:47:22] Hood_Charles (ID: 13 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:48:05] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 9:48:14] Ron_Henley (ID: 9 | SQL ID: 2118 | Level: 8 | IP: 119.94.183.195) has disconnected.
[2019/11/3 - 9:48:29] Marcin_Gucci_Benson (ID: 16 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has timed out.
[2019/11/3 - 9:50:43] Kray_Maddox (ID: 4 | SQL ID: 1484 | Level: 69 | IP: 124.83.119.219) has disconnected.
[2019/11/3 - 9:55:44] Akirasuya_Hanako (ID: 4 | SQL ID: 2971 | Level: 38 | IP: 130.105.24.232) has logged in.
[2019/11/3 - 9:56:33] Jayme_Hood (ID: 1 | SQL ID: 3563 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:57:58] Tony_Painter (ID: 5 | SQL ID: 3918 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 9:58:01] Hood_Charles (ID: 13 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has timed out.
[2019/11/3 - 9:58:14] Hamzo_Freeman (ID: 2 | SQL ID: 2036 | Level: 20 | IP: 94.187.54.212) has logged in.
[2019/11/3 - 9:58:18] Hood_Charles (ID: 5 | SQL ID: 3926 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 9:58:31] Tony_Painter (ID: 9 | SQL ID: 3918 | Level: 1 | IP: 175.158.233.141) has logged in.
[2019/11/3 - 10:02:10] Paul_Hueman (ID: 12 | SQL ID: 3913 | Level: 1 | IP: 175.158.233.141) has disconnected.
[2019/11/3 - 10:02:33] Marcin_Gucci_Benson (ID: 1 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
[2019/11/3 - 10:02:47] Semi_Totorin (ID: 10 | SQL ID: 3876 | Level: 5 | IP: 2.43.37.236) has disconnected.
[2019/11/3 - 10:02:53] Marcin_Gucci_Benson (ID: 1 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has timed out.
[2019/11/3 - 10:03:28] Semi_Totorin (ID: 10 | SQL ID: 3876 | Level: 5 | IP: 2.43.37.236) has logged in.
[2019/11/3 - 10:03:28] Marcin_Gucci_Benson (ID: 1 | SQL ID: 3564 | Level: 27 | IP: 49.150.2.46) has logged in.
